plot;abbr;layer;cov;voucher.flag;voucher;sheets;history
tcq1;succ prat;hl;1;;;;
tcq1;tome nite;ml;2b;;;;
tcq1;vale dioi dioi;hl;1;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcq10;briz medi;hl;+;;;;
tcq10;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcq10;care dava;hl;+;;;;
tcq10;care lepi;hl;2a;voucher;18;;
tcq10;care pani;hl;1;;;;
tcq10;care pani pani;hl;1;;;; | Changed care pann To care pani pani 2012-11-27 16:08:06
tcq10;cirs arve;hl;+;;;;
tcq10;epil palu;hl;+;;;;
tcq10;equi fluv;hl;+;;;;
tcq10;equi palu;hl;+;;;;
tcq10;equi vari;hl;+;;;;
tcq10;erio lati;hl;1;;;;
tcq10;fest rubr slat;hl;+;;;; | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05
tcq10;fest tric;hl;+;;;;
tcq10;gali ulig;hl;+;;;;
tcq10;junc arti;hl;1;;;;
tcq10;linu cath;hl;+;;;;
tcq10;moli caer aggr;hl;2b;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq10;palu comm comm;ml;2b;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq10;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq10;parn palu;hl;1;;;;
tcq10;phra aust;hl;+;;;;
tcq10;pote erec;hl;+;;;;
tcq10;prim fari;hl;+;;;;
tcq10;sali myrs;hl;+;;;;
tcq10;scho ferr;hl;4;;;;
tcq10;sela sela;hl;+;;;;
tcq10;sesl caer;hl;+;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq10;lotu mari sili;hl;+;;;; | Changed tetr mari To lotu mari sili 2012-11-27 16:08:08
tcq10;tofi caly;hl;+;;;;
tcq10;vale dioi dioi;hl;+;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcq10;vici crac;hl;+;;;;
tcq11;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcq11;call cusp;ml;3;;;;
tcq11;camp stel;ml;1;;;;
tcq11;care flac;hl;+;;;;
tcq11;care pani pani;hl;+;;;; | Changed care pann To care pani pani 2012-11-27 16:08:06
tcq11;cent jace jace;hl;+;;;; | Changed cent jace To cent jace jace 2012-11-27 16:08:04
tcq11;cirs oler;hl;+;;;;
tcq11;fest giga;hl;+;;;;
tcq11;geum riva;hl;+;;;;
tcq11;junc subn;hl;4;;;;
tcq11;lath prat prat;hl;+;;;; | Changed lath prat To lath prat prat 2012-11-27 16:08:04
tcq11;lotu corn;hl;+;;;;
tcq11;lysi vulg;hl;+;;;;
tcq11;lyth sali;hl;1;;;;
tcq11;moli caer aggr;hl;1;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq11;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq11;parn palu;hl;+;;;;
tcq11;phra aust;hl;+;;;;
tcq11;plan lanc;hl;+;;;;
tcq11;pers bist;hl;+;;;; | Changed poly bist To pers bist 2012-11-27 16:08:05
tcq11;pote erec;hl;1;;;;
tcq11;tome nite;ml;1;;;;
tcq11;vale dioi dioi;hl;+;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcq11;vici crac;hl;+;;;;
tcq2;call cusp;ml;2a;;;;
tcq2;care elat;hl;4;;;;
tcq2;care flav aggr;hl;+;;;; | Changed care flav To care flav aggr 2012-11-27 16:08:08
tcq2;erio lati;hl;+;;;;
tcq2;gali palu palu;hl;1;;;; | Changed gali palu To gali palu palu 2012-11-27 16:08:05
tcq2;junc alpi alpi;hl;+;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcq2;lyco euro euro;hl;+;;;; | Changed lyco euro e To lyco euro euro 2012-11-27 16:08:09
tcq2;ment vert;hl;+;;;; | Changed ment x ve To ment vert 2012-11-27 16:08:09
tcq2;meny trif;hl;2m;;;;
tcq2;pice abie;hl;+;;;;
tcq2;scor scor;ml;1;;;;
tcq2;tome nite;ml;2a;;;;
tcq3;betu pube slat;hl;+;;;; | Changed betu pube To betu pube slat 2012-11-27 16:08:09
tcq3;briz medi;hl;+;;;;
tcq3;call cusp;ml;1;;;;
tcq3;camp stel;ml;+;;;;
tcq3;care dava;hl;1;;;;
tcq3;care flac;hl;+;;;;
tcq3;care host;hl;+;;;;
tcq3;care lepi;hl;+;;;;
tcq3;care pani;hl;1;;;;
tcq3;cirs arve;hl;+;;;;
tcq3;cirs palu;hl;+;;;;
tcq3;scor coss;ml;2a;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcq3;epip palu;hl;+;;;;
tcq3;equi palu;hl;+;;;;
tcq3;euph offi rost;hl;+;;;; | Changed euph rost To euph offi rost 2012-11-27 16:08:04
tcq3;fest tric;hl;2a;;;;
tcq3;gali bore;hl;+;;;;
tcq3;junc arti;hl;1;;;;
tcq3;lath prat prat;hl;+;;;; | Changed lath prat To lath prat prat 2012-11-27 16:08:04
tcq3;lotu corn;hl;+;;;;
tcq3;meny trif;hl;+;;;;
tcq3;moli caer aggr;hl;2a;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq3;palu comm comm;ml;2a;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq3;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq3;parn palu;hl;+;;;;
tcq3;phra aust;hl;2a;;;;
tcq3;pice abie;hl;+;;;;
tcq3;ping vulg;hl;+;;;;
tcq3;pers vivi;hl;+;;;; | Changed poly vivi To pers vivi 2012-11-27 16:08:06
tcq3;pote erec;hl;2a;;;;
tcq3;prim fari;hl;+;;;;
tcq3;sali cine;hl;1;;;;
tcq3;sang offi;hl;+;;;;
tcq3;scho ferr;hl;1;;;;
tcq3;sela sela;hl;+;;;;
tcq3;succ prat;hl;+;;;;
tcq3;tome nite;ml;2a;;;;
tcq3;vale dioi dioi;hl;+;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcq4;bryu pseu pseu;ml;2b;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcq4;care flac;hl;2a;;;;
tcq4;care oede;hl;+;;;;
tcq4;cirs oler;hl;+;;;;
tcq4;cirs rivu;hl;2m;;;;
tcq4;crep palu;hl;1;;;;
tcq4;desc cesp;hl;2a;;;;
tcq4;scor revo;ml;+;;;; | Changed drep revo To scor revo 2012-11-27 16:08:05
tcq4;equi palu;hl;1;;;;
tcq4;equi vari;hl;1;;;;
tcq4;mela sylv;hl;+;;;;
tcq4;palu comm comm;ml;5;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq4;palu deci;ml;+;;;;
tcq4;ping alpi;hl;1;voucher;28;2;
tcq4;sesl caer;hl;2a;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq4;tuss farf;hl;1;;;;
tcq5;bell mich;hl;1;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcq5;call cusp;ml;+;;;;
tcq5;camp stel;ml;+;;;;
tcq5;care lepi;hl;+;;;;
tcq5;care pani;hl;2a;;;;
tcq5;cirs oler;hl;+;;;;
tcq5;scor revo;ml;1;;;; | Changed drep revo To scor revo 2012-11-27 16:08:05
tcq5;dros angl;hl;+;;;;
tcq5;equi vari;hl;+;;;;
tcq5;erio lati;hl;+;;;;
tcq5;gent ascl;hl;+;;;;
tcq5;junc arti;hl;+;;;;
tcq5;moli caer aggr;hl;2b;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq5;palu comm comm;ml;3;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq5;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq5;parn palu;hl;+;;;;
tcq5;peta para;hl;1;;;;
tcq5;phil calc;ml;+;;;;
tcq5;phra aust;hl;+;;;;
tcq5;pice abie;hl;+;;;;
tcq5;ping vulg;hl;1;;;;
tcq5;pinu sylv;hl;+;;;;
tcq5;prim fari;hl;+;;;;
tcq5;saxi aizo;hl;1;;;;
tcq5;scho ferr;hl;4;;;;
tcq5;scor scor;ml;+;;;;
tcq5;sela sela;hl;+;;;;
tcq5;sesl caer;hl;2a;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq5;tofi caly;hl;2m;;;;
tcq5;tome nite;ml;1;;;;
tcq6;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcq6;bart alpi;hl;+;;;;
tcq6;briz medi;hl;+;;;;
tcq6;call cusp;ml;1;;;;
tcq6;camp stel;ml;2a;;;;
tcq6;care dava;hl;1;;;;
tcq6;care flac;hl;1;;;;
tcq6;care lepi;hl;1;;;;
tcq6;care pani;hl;1;;;;
tcq6;scor coss;ml;2a;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcq6;dros angl;hl;2m;voucher;10;;
tcq6;epil palu;hl;+;;;;
tcq6;erio lati;hl;1;;;;
tcq6;gali bore;hl;+;;;;
tcq6;gent ascl;hl;+;;;;
tcq6;gymn odor;hl;+;;;;
tcq6;junc arti;hl;1;;;;
tcq6;linu cath;hl;+;;;;
tcq6;moli caer aggr;hl;1;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq6;palu comm falc;ml;2b;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq6;parn palu;hl;+;;;;
tcq6;phra aust;hl;2m;;;;
tcq6;pice abie;hl;+;;;;
tcq6;ping vulg;hl;+;;;;
tcq6;pinu sylv;hl;+;;;;
tcq6;pote erec;hl;+;;;;
tcq6;prim fari;hl;+;;;;
tcq6;scho ferr;hl;4;;;;
tcq6;sesl caer;hl;1;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq6;tofi caly;hl;+;;;;
tcq6;tome nite;ml;1;;;;
tcq6;trig palu;hl;+;;;;
tcq6;utri mino;hl;+;;;;
tcq7;agro stol;hl;+;;;;
tcq7;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcq7;bart alpi;hl;+;;;;
tcq7;cala vari;hl;+;;;;
tcq7;care flac;hl;1;;;;
tcq7;care lepi;hl;1;;;;
tcq7;care pani;hl;+;;;;
tcq7;cirs oler;hl;1;;;;
tcq7;cirs palu;hl;+;;;;
tcq7;crep palu;hl;+;;;;
tcq7;dact inca inca;hl;+;;;; | Changed dact inca To dact inca inca 2012-11-27 16:08:06
tcq7;dros angl;hl;2m;;;;
tcq7;equi palu;hl;+;;;;
tcq7;frax exce;hl;r;;;;
tcq7;gent ascl;hl;+;;;;
tcq7;moli caer aggr;hl;2a;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq7;palu comm comm;ml;3;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq7;palu comm falc;ml;1;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq7;parn palu;hl;+;;;;
tcq7;phra aust;hl;+;;;;
tcq7;pice abie;hl;+;;;;
tcq7;ping vulg;hl;1;;;;
tcq7;pinu sylv;hl;+;;;;
tcq7;pote erec;hl;+;;;;
tcq7;sali myrs;hl;r;;;;
tcq7;sali purp;hl;+;;;;
tcq7;sali ×vau;hl;+;voucher;57;2; | Changed sali x my To sali ×vau 2012-11-27 16:08:09
tcq7;saxi aizo;hl;2b;;;;
tcq7;scho ferr;hl;3;;;;
tcq7;sela sela;hl;+;;;;
tcq7;sesl caer;hl;+;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq7;tofi caly;hl;1;;;;
tcq8;achi mill aggr;hl;+;;;; | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03
tcq8;anth odor;hl;+;;;;
tcq8;aqui atra;hl;+;;;;
tcq8;brac rupe;hl;+;;;;
tcq8;briz medi;hl;+;;;;
tcq8;care dava;hl;1;;;;
tcq8;care elat;hl;2b;;;;
tcq8;care flac;hl;+;;;;
tcq8;care pani pani;hl;2a;;;; | Changed care pann To care pani pani 2012-11-27 16:08:06
tcq8;care semp semp;hl;+;;;; | Changed care semp To care semp semp 2012-11-27 16:08:05
tcq8;cent jace jace;hl;+;;;; | Changed cent jace To cent jace jace 2012-11-27 16:08:04
tcq8;cirs arve;hl;r;;;;
tcq8;cirs oler;hl;1;;;;
tcq8;equi palu;hl;+;;;;
tcq8;eric carn;hl;+;;;; | Changed eric herb To eric carn 2012-11-27 16:08:03
tcq8;erio lati;hl;+;;;;
tcq8;fest tric;hl;+;;;;
tcq8;gali bore;hl;+;;;;
tcq8;gali wirt;hl;r;;;;
tcq8;knau maxi;hl;2a;;;; | Changed knau dips To knau maxi 2012-11-27 16:08:06
tcq8;lath prat prat;hl;+;;;; | Changed lath prat To lath prat prat 2012-11-27 16:08:04
tcq8;list ovat;hl;+;;;;
tcq8;lotu corn;hl;+;;;;
tcq8;mela sylv;hl;1;;;;
tcq8;moli caer aggr;hl;3;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcq8;phra aust;hl;2m;;;;
tcq8;phyt orbi;hl;+;;;;
tcq8;pice abie;hl;+;;;;
tcq8;pimp majo majo;hl;+;;;; | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04
tcq8;pinu sylv;hl;+;;;;
tcq8;poly cham;hl;+;;;;
tcq8;pote erec;hl;1;;;;
tcq8;prun gran;hl;+;;;;
tcq8;ranu nemo;hl;+;;;;
tcq8;sang offi;hl;+;;;;
tcq8;scab luci luci;hl;+;;;;
tcq8;sesl caer;hl;1;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcq8;succ prat;hl;1;;;;
tcq8;tofi caly;hl;+;;;;
tcq8;tome nite;ml;2b;;;;
tcq8;trif medi medi;hl;1;;;; | Changed trif medi To trif medi medi 2012-11-27 16:08:06
tcq8;trif prat prat;hl;+;;;; | Changed trif prat p To trif prat prat 2012-11-27 16:12:27
tcq8;trol euro;hl;+;;;;
tcq8;tuss farf;hl;1;;;;
tcq8;vale dioi dioi;hl;2a;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcq9;agro stol;hl;+;;;;
tcq9;care lepi;hl;1;;;;
tcq9;care rost;hl;1;;;;
tcq9;cirs arve;hl;1;;;;
tcq9;cirs palu;hl;+;;;;
tcq9;junc alpi alpi;hl;2m;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcq9;palu comm comm;ml;5;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcq9;palu comm falc;ml;1;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcq9;pote erec;hl;+;;;;
tcq9;rhiz punc;ml;+;;;;
tcz1;agro stol;hl;+;;;;
tcz1;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz1;bryu pseu pseu;ml;2b;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz1;camp stel;ml;+;;;;
tcz1;care flac;hl;+;;;;
tcz1;care lepi;hl;+;;;;
tcz1;fiss adia;ml;+;;;;
tcz1;hyme recu recu;ml;1;;;; | Changed hyme recu To hyme recu recu 2012-11-27 16:08:09
tcz1;palu comm comm;ml;3;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz1;palu deci;ml;2a;;;;
tcz1;palu comm falc;ml;1;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcz1;ping vulg;hl;+;;;;
tcz1;pinu sylv;hl;+;;;;
tcz1;plag nium undu;ml;1;;;;
tcz1;saxi caes;hl;+;;;;
tcz1;sesl caer;hl;2a;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcz1;tofi caly;hl;+;;;;
tcz1;tome nite;ml;+;;;;
tcz10;agro stol;hl;1;;;;
tcz10;bell mich;hl;1;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz10;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz10;care flac;hl;1;;;;
tcz10;care lepi;hl;+;;;;
tcz10;crep palu;hl;+;;;;
tcz10;scor coss;ml;2a;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz10;moli caer aggr;hl;+;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcz10;palu comm comm;ml;5;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz10;palu comm falc;ml;1;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcz10;phil calc;ml;2a;;;;
tcz10;pice abie;hl;r;;;;
tcz10;ping vulg;hl;+;;;;
tcz10;saxi aizo;hl;+;;;;
tcz10;sesl caer;hl;2a;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcz10;tofi caly;hl;+;;;;
tcz10;tuss farf;hl;+;;;;
tcz11;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz11;camp stel;ml;1;;;;
tcz11;care dava;hl;3;;;;
tcz11;care dioi;hl;2m;voucher;13;;
tcz11;care flac;hl;1;;;;
tcz11;care lepi;hl;1;;;;
tcz11;care pani;hl;2b;;;;
tcz11;scor coss;ml;4;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz11;scor revo;ml;+;;;; | Changed drep revo To scor revo 2012-11-27 16:08:05
tcz11;eleo quin;hl;+;;;;
tcz11;erio lati;hl;2b;;;;
tcz11;junc alpi alpi;hl;1;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcz11;leon hisp slat;hl;+;voucher;15;; | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04
tcz11;linu cath;hl;+;;;;
tcz11;moli caer aggr;hl;1;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcz11;palu comm comm;ml;1;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz11;palu comm falc;ml;1;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcz11;parn palu;hl;2m;;;;
tcz11;pice abie;hl;r;;;;
tcz11;pinu sylv;hl;r;;;;
tcz11;pote erec;hl;+;;;;
tcz11;prim fari;hl;1;;;;
tcz11;ranu nemo;hl;+;;;;
tcz11;scho ferr;hl;1;;;;
tcz11;sela sela;hl;+;;;;
tcz11;tofi caly;hl;+;;;;
tcz11;trig palu;hl;+;;;;
tcz12;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz12;bryu pseu pseu;ml;2a;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz12;camp coch;hl;+;;;;
tcz12;care digi;hl;+;;;;
tcz12;care lepi;hl;+;;;;
tcz12;crep palu;hl;+;;;;
tcz12;equi palu;hl;+;;;;
tcz12;hier muro;hl;+;;;; | Changed hier sylv To hier muro 2012-11-27 16:08:03
tcz12;marc poly poly;ml;+;;;; | Changed marc aqua To marc poly poly 2012-11-27 16:08:09
tcz12;mela sylv;hl;+;;;;
tcz12;oxal acet;hl;+;;;;
tcz12;palu comm comm;ml;3;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz12;pice abie;hl;r;;;;
tcz12;plag nium undu;ml;+;;;;
tcz12;poa nemo;hl;r;;;;
tcz12;tuss farf;hl;+;;;;
tcz12;vero becc;hl;+;;;;
tcz12;viol bifl;hl;+;;;;
tcz13;abie alba;hl;r;;;;
tcz13;agro stol;hl;+;;;;
tcz13;bell mich;hl;1;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz13;bryu pseu pseu;ml;2a;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz13;care dava;hl;1;;;;
tcz13;care flac;hl;+;;;;
tcz13;care flav aggr;hl;2a;voucher;14;3; | Changed care flav Tocare flav aggr 2012-11-27 16:08:08
tcz13;care pani;hl;3;;;;
tcz13;cirs palu;hl;+;;;;
tcz13;scor coss;ml;2b;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz13;equi vari;hl;2m;;;;
tcz13;erio lati;hl;2a;;;;
tcz13;junc alpi alpi;hl;1;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcz13;knau maxi;hl;+;;;; | Changed knau dips To knau maxi 2012-11-27 16:08:06
tcz13;moli caer aggr;hl;1;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcz13;palu comm comm;ml;3;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz13;palu deci;ml;+;;;;
tcz13;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcz13;phil calc;ml;1;;;;
tcz13;pice abie;hl;+;;;;
tcz13;ping vulg;hl;+;;;;
tcz13;pote erec;hl;+;;;;
tcz13;prim fari;hl;2m;;;;
tcz13;saxi aizo;hl;2a;;;;
tcz13;sela sela;hl;+;;;;
tcz13;sesl caer;hl;1;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcz13;tofi caly;hl;1;;;;
tcz13;trig palu;hl;+;;;;
tcz13;vale dioi dioi;hl;2m;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcz14;agro stol;hl;1;;;;
tcz14;bell mich;hl;1;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz14;bryu pseu pseu;ml;+;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz14;scor coss;ml;1;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz14;marc poly poly;ml;+;;;; | Changed marc aqua To marc poly poly 2012-11-27 16:08:09
tcz14;palu comm comm;ml;4;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz14;pote erec;hl;+;;;;
tcz14;sesl caer;hl;2a;;;; | Changed sesl vari To sesl caer 2012-11-27 16:08:05
tcz15;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz15;briz medi;hl;+;;;;
tcz15;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz15;camp stel;ml;1;;;;
tcz15;care dava;hl;2a;;;;
tcz15;care dioi;hl;+;;;;
tcz15;care flac;hl;1;;;;
tcz15;care lepi;hl;1;;;;
tcz15;care pani;hl;2a;;;;
tcz15;char spec ies;hl;+;;;; | Changed char sp To char spec ies 2012-11-27 16:08:09
tcz15;cirs palu;hl;+;;;;
tcz15;desc cesp;hl;+;;;;
tcz15;scor coss;ml;3;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz15;equi palu;hl;+;;;;
tcz15;equi vari;hl;1;;;;
tcz15;eric carn;hl;r;;;; | Changed eric herb To eric carn 2012-11-27 16:08:03
tcz15;erio lati;hl;3;;;;
tcz15;euph offi rost;hl;+;;;; | Changed euph rost To euph offi rost 2012-11-27 16:08:04
tcz15;gymn cono cono;hl;+;;;; | Changed gymn cono To gymn cono cono 2012-11-27 16:08:05
tcz15;junc alpi alpi;hl;1;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcz15;juni comm comm;hl;+;;;; | Changed juni comm c To juni comm comm 2012-11-27 16:08:03
tcz15;linu cath;hl;+;;;;
tcz15;lotu corn;hl;+;;;;
tcz15;moli caer aggr;hl;2a;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcz15;palu comm falc;ml;+;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
tcz15;parn palu;hl;1;;;;
tcz15;phil calc;ml;2a;;;;
tcz15;ping vulg;hl;+;;;;
tcz15;pinu sylv;hl;r;;;;
tcz15;pote erec;hl;+;;;;
tcz15;prim fari;hl;+;;;;
tcz15;tofi caly;hl;+;;;;
tcz15;trif prat prat;hl;+;;;; | Changed trif prat p To trif prat prat 2012-11-27 16:12:27
tcz15;trig palu;hl;+;;;;
tcz15;vale dioi dioi;hl;1;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcz16;agro stol;hl;1;;;;
tcz16;bryu pseu pseu;ml;2a;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz16;call cusp;ml;1;;;;
tcz16;care dava;hl;4;;;;
tcz16;care lepi;hl;1;;;;
tcz16;care pani;hl;+;;;;
tcz16;chae hirs;hl;+;;;;
tcz16;cirs palu;hl;1;;;;
tcz16;scor coss;ml;2b;;;; | Changed drep coso To scor coss 2012-11-27 16:08:05
tcz16;equi palu;hl;+;;;;
tcz16;fest rubr slat;hl;+;;;; | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05
tcz16;gali anis;hl;r;;;;
tcz16;hepa nobi;hl;+;;;;
tcz16;junc alpi alpi;hl;1;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcz16;knau maxi;hl;+;;;; | Changed knau dips To knau maxi 2012-11-27 16:08:06
tcz16;linu cath;hl;+;;;;
tcz16;list ovat;hl;r;;;;
tcz16;mela sylv;hl;+;;;;
tcz16;palu deci;ml;+;;;;
tcz16;parn palu;hl;+;;;;
tcz16;phil calc;ml;2a;;;;
tcz16;poa triv;hl;+;;;;
tcz16;pote erec;hl;+;;;;
tcz16;prun gran;hl;+;;;;
tcz16;ranu nemo;hl;+;;;;
tcz16;saxi aizo;hl;+;;;;
tcz16;tome nite;ml;+;;;;
tcz16;tuss farf;hl;2m;;;;
tcz16;vale dioi dioi;hl;1;;;; | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05
tcz16;viol bifl;hl;+;;;;
tcz17;agro stol;hl;1;;;;
tcz17;bell mich;hl;+;;;; | Changed aste bell To bell mich 2012-11-27 16:08:06
tcz17;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz17;care flac;hl;+;;;;
tcz17;care pani pani;hl;+;;;; | Changed care pann To care pani pani 2012-11-27 16:08:06
tcz17;chae hirs;hl;+;;;;
tcz17;cirs hete;hl;+;;;;
tcz17;dact macu slat;hl;+;;;; | Changed dact macu To dact macu slat 2012-11-27 16:08:09
tcz17;equi vari;hl;+;;;;
tcz17;palu comm comm;ml;4;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz17;peta albu;hl;1;;;;
tcz17;sali appe;hl;+;;;;
tcz17;sali elea elea;hl;+;;;; | Changed sali elea To sali elea elea 2012-11-27 16:08:07
tcz17;saxi aizo;hl;3;;;;
tcz17;tuss farf;hl;2a;;;;
tcz2;agro stol;hl;+;;;;
tcz2;bryu pseu pseu;ml;1;;;; | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05
tcz2;camp stel;ml;1;;;;
tcz2;care flac;hl;2a;;;;
tcz2;care lepi;hl;3;;;;
tcz2;care pani;hl;+;;;;
tcz2;cirs palu;hl;+;;;;
tcz2;desc cesp;hl;1;;;;
tcz2;eleo quin;hl;2m;voucher;11;2;
tcz2;euph offi rost;hl;+;;;; | Changed euph rost To euph offi rost 2012-11-27 16:08:04
tcz2;junc alpi alpi;hl;2a;;;; | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09
tcz2;leon hisp hyos;hl;+;;;; | Changed leon hyos To leon hisp hyos 2012-11-27 16:08:07
tcz2;marc poly poly;ml;+;;;; | Changed marc aqua To marc poly poly 2012-11-27 16:08:09
tcz2;moli caer aggr;hl;+;;;; | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05
tcz2;palu comm comm;ml;4;;;; | Changed palu comm To palu comm comm 2012-11-27 16:08:05
tcz2;palu comm falc;ml;2b;;;; | Changed palu falc To palu comm falc 2012-11-27 16:08:08
