plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;latitude;longitude;accuracy;alliance;association;soil;comment;survery region;location;type;observer
ga219;99;0;0;0;98;3;0;0;0;0,6;0,03;4;4;;;1;0;0;2020-07-01;47.721598;13.228361;10;;;;;Schipisten;Schigebiet Gaissau, Piste 6 Wieserhörndl;skirun;R. Kaiser
ga220;93;0;0;0;90;5;0;0;0;0,5;0,03;4;4;;;6;1;0;2020-07-01;47.722519;13.229002;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga221;99;0;0;0;99;1;0;0;0;0,8;0,1;4;4;;;1;0;0;2020-07-01;47.723051;13.229576;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga222;95;0;0;0;95;3;0;0;0;0,5;0,03;4;4;;;1;4;0;2020-07-01;47.723567;13.230194;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga223;97;0;0;0;97;1;0;0;0;0,55;0,03;4;4;;;0;3;0;2020-07-01;47.724471;13.230784;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga224;99;0;0;0;99;1;0;0;0;0,2;0,02;4;4;;;0;1;0;2020-07-01;47.725233;13.231711;10;;;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga225;97;0;0;0;97;1;0;0;0;0,4;0,03;4;4;;;0;3;0;2020-07-01;47.724070;13.230503;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 5 Latschenalmlift-West;skirun;R. Kaiser
ga226;100;0;0;0;100;2;0;0;0;0,8;0,1;4;4;SW;15;0;0;0;2020-07-07;47.719276;13.242393;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga227;100;0;0;0;99;2;0;0;0;0,8;0,1;4;4;W;10;0;0;0;2020-07-07;47.719496;13.242582;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga228;85;0;0;0;65;30;0;0;0;0,4;0,05;4;4;W;3;0;0;0;2020-07-07;47.719764;13.242961;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga229;100;0;0;0;95;20;0;0;0;0,8;0,1;4;4;W;15;0;0;0;2020-07-07;47.719955;13.243438;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga230;99;0;0;0;98;5;0;0;0;0,5;0,05;4;4;SW;20;0;0;0;2020-07-07;47.720718;13.243905;10;;;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga231;98;0;0;0;98;2;0;0;0;0,4;0,05;4;4;S;20;0;2;0;2020-01-01;47.721086;13.244026;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 8 Latschenalmlift-Süd;skirun;T. Eberl
ga232;99;0;0;0;99;3;0;0;0;0,9;0,1;4;4;S;28;0;1;0;2020-01-01;47.721852;13.243954;10;Cynosurion R. Tx. 1947;fes com cyn cre bie;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga233;90;0;0;0;88;6;0;0;0;0,3;0,05;4;4;S;25;7;2;1;2020-01-01;47.722026;13.243874;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga234;95;0;0;0;85;30;0;0;0;0,4;0,05;4;4;SE;25;2;3;0;2020-01-01;47.722252;13.244055;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga235;98;0;0;0;96;8;0;0;0;0,7;0,05;4;4;SE;8;0;1;1;2020-01-01;47.721737;13.244843;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga236;96;0;0;0;96;2;0;0;0;0,7;0,1;4;4;E;35;0;2;2;2020-01-01;47.721794;13.245170;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga237;97;0;0;0;96;15;0;0;0;0,4;0,05;4;4;E;15;1;1;1;2020-01-01;47.721799;13.245367;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga238;96;0;0;0;93;25;0;0;0;0,5;0,05;4;4;S;10;0;4;0;2020-01-01;47.718106;13.243453;10;Cynosurion R. Tx. 1947;lol per cyn;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga239;99;0;0;0;97;10;0;0;0;0,7;0,05;4;4;W;12;0;1;0;2020-01-01;47.719398;13.243622;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl
ga240;100;0;0;0;99;5;0;0;0;0,8;0,1;4;4;S;10;0;0;0;2020-01-01;47.721687;13.244484;10;Cynosurion R. Tx. 1947;cre fes com;;;Schipisten;Schigebiet Gaissau, Piste 9 Anzenberg;skirun;T. Eberl
ga241;55;0;0;0;50;10;0;0;0;0,9;0,05;4;4;NE;45;0;0;45;2020-01-01;47.721773;13.246413;10;;;;;Schipisten;Schigebiet Gaissau, Piste 11 Anzenberg;skirun;T. Eberl
ga242;97;0;0;0;95;25;0;0;0;0,35;0,03;4;4;;;2;1;0;2020-07-13;47.721714;13.237069;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga243;50;0;0;0;30;70;0;0;0;0,7;0,03;4;4;;;50;0;0;2020-07-13;47.721412;13.237534;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7 Latschenalmlift-Mitte;skirun;R. Kaiser
ga244;99;0;0;0;97;5;0;0;0;0,9;0,2;4;4;;;1;0;0;2020-07-13;47.721507;13.237945;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga245;99;0;0;0;99;3;0;0;0;0,8;0,1;4;4;;;1;0;0;2020-07-13;47.721573;13.238422;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga246;98;0;0;0;95;40;0;0;0;0,9;0,05;4;4;;;1;1;0;2020-07-13;47.721705;13.239280;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga247;93;0;0;1;92;5;0;0;0,8;0,55;0,05;4;4;;;4;3;0;2020-07-13;47.721894;13.239933;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga248;97;0;0;0;85;60;0;0;0;0,55;0,02;4;4;;;1;2;0;2020-07-13;47.722209;13.240881;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga249;95;0;0;0;75;65;0;0;0;0,55;0,02;4;4;;;3;2;0;2020-07-13;47.722332;13.241507;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga250;95;0;0;0;93;5;0;0;0;0,6;0,05;4;4;;;5;0;0;2020-07-13;47.722365;13.242772;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga251;94;0;0;0;93;15;0;0;0;0,55;0,05;4;4;;;5;1;0;2020-07-13;47.722436;13.242342;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga252;97;0;0;0;97;3;0;0;0;0,6;0,03;4;4;;;3;0;0;2020-07-13;47.722494;13.243685;10;;;;;Schipisten;Schigebiet Gaissau, Piste 7a Latschenhang;skirun;R. Kaiser
ga253;97;0;0;0;97;1;0;0;0;0,6;0,1;4;4;;;0;3;0;2020-07-13;47.720370;13.243710;10;;;;;Schipisten;Schigebiet Gaissau, Piste 9a Anzenberg;skirun;T. Eberl & R. Kaiser
ga254;95;0;0;0;95;2;0;0;0;0,6;0,05;4;4;W;25;0;0;3;2020-07-13;47.706983;13.225663;10;Cynosurion R. Tx. 1947;lol per cyn >;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga255;100;0;0;0;100;5;0;0;0;1,2;0,1;4;4;W;10;0;0;0;2020-07-13;47.707277;13.230105;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga256;98;0;0;0;94;60;0;0;0;0,6;0,05;4;4;W;12;0;0;1;2020-07-13;47.707158;13.231110;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga257;95;0;0;0;88;30;0;0;0;0,7;0,05;4;4;SW;10;0;0;1;2020-07-13;47.707899;13.232744;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga258;100;0;0;0;94;90;0;0;0;0,7;0,1;4;4;SW;15;0;0;0;2020-07-13;47.708517;13.233260;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga259;100;0;0;0;97;55;0;0;0;0,7;0,05;4;4;SW;15;0;0;0;2020-07-13;47.708896;13.233963;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga260;91;0;0;0;88;10;0;0;0;0,5;0,05;4;4;W;20;3;0;2;2020-07-13;47.708605;13.235855;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga261;100;0;0;0;100;5;0;0;0;0,9;0,1;4;4;SW;15;0;0;0;2020-07-13;47.708616;13.236985;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga262;75;0;0;0;72;20;0;0;0;0,7;0,05;4;4;S;10;25;0;0;2020-07-13;47.710200;13.239988;10;;;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga263;98;0;0;0;98;1;0;0;0;0,6;0,05;4;4;S;16;0;0;0;2020-07-13;47.711734;13.240882;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
ga264;98;0;0;0;97;2;0;0;0;0,8;0,05;4;4;S;14;0;0;1;2020-07-13;47.712588;13.241230;10;Cynosurion R. Tx. 1947;fes com cyn car;;;Schipisten;Schigebiet Gaissau, Piste 10 Kurvenlift;skirun;T. Eberl
