plot;abbr;layer;cov;browsed;voucher;comment;history
hw71;ligu vulg;hl;+;;;;
hw71;meli meli;hl;+;;;;
hw71;meli nuta;hl;+;;;;
hw71;pelt alli;hl;+;;;;
hw71;poly cham;hl;r;;;;
hw71;poly odor;hl;+;;;;
hw71;prun maha;hl;+;;;;
hw71;pseu turr;hl;r;;;;
hw71;rham cath;hl;+;;;;
hw71;rosa arve;hl;1;;;;
hw71;salv glut;hl;+;;;;
hw71;sesl caer;hl;+;;;;
hw71;sile vulg vulg;hl;+;;;;
hw71;sorb pann;hl;+;;;;
hw71;stac rect rect;hl;+;;;;
hw71;tana cory cory;hl;+;;;;
hw71;tara sect rude;hl;+;;;;
hw71;taxu bacc;hl;+;;;;
hw71;teuc cham;hl;+;;;;
hw71;tili ×vul;hl;+;;;;
hw71;vinc hiru;hl;1;;;;
hw71;viol alba slat;hl;+;;;;
hw71;carp betu;sl;1;;;;
hw71;corn mas;sl;2b;;;;
hw71;cory avel;sl;1;;;;
hw71;crat mono;sl;1;;;;
hw71;sorb pann;sl;+;;;;
hw71;tili ×vul;sl;+;;;;
hw71;frax exce;tl1;2b;;;;
hw71;quer pube pube;tl1;2a;;;;
hw71;tili ×vul;tl1;2b;;;;
hw71;carp betu;tl2;3;;;;
hw71;pice abie;tl2;1;;;;
hw71;quer pube pube;tl2;2a;;;;
hw71;sorb pann;tl2;2b;;;;
hw71;tili ×vul;tl2;1;;2014-0154;;
hw72;ajug gene;hl;+;;;;
hw72;anch offi;hl;+;;;;
hw72;anth ramo;hl;+;;;;
hw72;arab sagi;hl;+;;;;
hw72;aren serp;hl;2m;;;;
hw72;aspl ruta;hl;+;;;;
hw72;brac pinn;hl;+;;;;
hw72;bupl falc falc;hl;+;;;;
hw72;camp pers;hl;r;;;;
hw72;camp rotu aggr;hl;+;;;;
hw72;camp trac;hl;+;;;;
hw72;card cras glau;hl;+;;;;
hw72;card nuta nuta;hl;+;;;;
hw72;clin acin;hl;+;;;;
hw72;corn mas;hl;1;;;;
hw72;coto tome;hl;+;;;;
hw72;crat mono;hl;+;;;;
hw72;cycl purp;hl;+;;;;
hw72;erig cana;hl;r;;;;
hw72;euon euro;hl;+;;;;
hw72;euph cypa;hl;+;;;;
hw72;fest stri sulc;hl;+;;;;
hw72;frax exce;hl;+;;;;
hw72;gali luci;hl;+;;;;
hw72;gera sang;hl;+;;;;
hw72;geum urba;hl;+;;;;
hw72;hack defl;hl;2m;;;;
hw72;hede heli;hl;+;;;;
hw72;heli numm glab;hl;+;;;;
hw72;heli numm obsc;hl;+;;;;
hw72;hier humi;hl;r;;;;
hw72;hipp emer emer;hl;+;;;;
hw72;hype perf;hl;+;;;;
hw72;jovi glob hirt;hl;+;;;;
hw72;leon inca;hl;+;;;;
hw72;ligu vulg;hl;+;;;;
hw72;medi lupu;hl;+;;;;
hw72;meli cili;hl;+;;;;
hw72;orig vulg;hl;+;;;;
hw72;pelt alli;hl;+;;;;
hw72;poly odor;hl;+;;;;
hw72;prun maha;hl;+;;;;
hw72;pseu turr;hl;+;;;;
hw72;puls gran;hl;r;;;;
hw72;rese lute lute;hl;+;;;;
hw72;rham cath;hl;+;;;;
hw72;rosa arve;hl;+;;;;
hw72;salv glut;hl;+;;;;
hw72;sang mino mino;hl;r;;;;
hw72;secu vari;hl;+;;;;
hw72;sedu albu;hl;2a;;;;
hw72;sesl caer;hl;+;;;;
hw72;sile vulg vulg;hl;+;;;;
hw72;sorb pann;hl;+;;;;
hw72;tara sect rude;hl;+;;;;
hw72;teuc cham;hl;1;;;;
hw72;teuc mont;hl;+;;;;
hw72;tili cord;hl;+;;;;
hw72;vale offi tenu;hl;+;;;;
hw72;verb lych;hl;+;;;;
hw72;vinc hiru;hl;2b;;;;
hw72;viol tric saxa;hl;+;;;;
hw72;carp betu;sl;1;;;;
hw72;corn mas;sl;2b;;;;
hw72;cory avel;sl;1;;;;
hw72;crat mono;sl;1;;;;
hw72;sorb pann;sl;1;;;;
hw72;stap pinn;sl;2a;;;;
hw72;quer pube pube;tl1;2a;;;;
hw72;carp betu;tl2;2a;;;;
hw72;frax exce;tl2;2a;;;;
hw72;prun maha;tl2;2a;;;;
hw72;quer pube pube;tl2;3;;;;
hw72;sorb pann;tl2;2b;;;;
hw73;acon anth;hl;+;;;;
hw73;ajug gene;hl;+;;;;
hw73;anth ramo;hl;+;;;;
hw73;arab auri;hl;+;;;;
hw73;aren serp;hl;+;;;;
hw73;aspl ruta;hl;+;;;;
hw73;aspl tric quad;hl;+;;;;
hw73;buph sali;hl;+;;;;
hw73;camp rotu aggr;hl;+;;;;
hw73;card cras glau;hl;+;;;;
hw73;card nuta nuta;hl;+;;;;
hw73;carp betu;hl;+;;;;
hw73;clem vita;hl;+;;;;
hw73;clin acin;hl;+;;;;
hw73;cory avel;hl;+;;;;
hw73;coto tome;hl;+;;;;
hw73;cycl purp;hl;+;;;;
hw73;digi gran;hl;+;;;;
hw73;euph cypa;hl;+;;;;
hw73;fest stri sulc;hl;+;;;;
hw73;frax exce;hl;+;;;;
hw73;gali luci;hl;+;;;;
hw73;hack defl;hl;+;;;;
hw73;hier humi;hl;+;;;;
hw73;lase sile sile;hl;+;;;;
hw73;leon inca;hl;+;;;;
hw73;ligu vulg;hl;+;;;;
hw73;meli cili;hl;+;;;;
hw73;micr perf;hl;+;;;;
hw73;orig vulg;hl;+;;;;
hw73;pelt alli;hl;+;;;;
hw73;poly odor;hl;+;;;;
hw73;prun maha;hl;+;;;;
hw73;pseu turr;hl;+;;;;
hw73;rese lute lute;hl;+;;;;
hw73;rham cath;hl;r;;;;
hw73;secu vari;hl;+;;;;
hw73;sedu albu;hl;2m;;;;
hw73;sese aust;hl;r;;;;
hw73;sesl caer;hl;+;;;;
hw73;sorb pann;hl;+;;;;
hw73;stac rect rect;hl;+;;;;
hw73;tana cory cory;hl;+;;;;
hw73;teuc cham;hl;+;;;;
hw73;teuc mont;hl;+;;;;
hw73;tili ×vul;hl;+;;;;
hw73;vinc hiru;hl;2a;;;;
hw73;viol coll;hl;r;;;;
hw73;amel oval;sl;+;;;;
hw73;carp betu;sl;+;;;;
hw73;corn mas;sl;2b;;;;
hw73;cory avel;sl;2a;;;;
hw73;prun maha;sl;2a;;;;
hw73;rosa cani;sl;+;;;;
hw73;sorb pann;sl;2a;;;;
hw73;tili ×vul;sl;+;;;;
hw73;tili ×vul;tl1;3;;2014-0153;;
hw73;carp betu;tl2;2a;;;;
hw73;frax exce;tl2;1;;;;
hw73;jugl regi;tl2;1;;;;
hw73;quer pube pube;tl2;2b;;;;
hw73;sorb pann;tl2;2b;;;;
hw74;abie alba;hl;+;;;;
hw74;acer plat;hl;+;;;;
hw74;acer pseu;hl;+;;;;
hw74;acon anth;hl;r;;;;
hw74;alli flav;hl;r;;;;
hw74;arab sagi;hl;r;;;;
hw74;aspl tric quad;hl;+;;;;
hw74;brac sylv;hl;+;;;;
hw74;bupl falc falc;hl;r;;;;
hw74;camp pers;hl;+;;;;
hw74;camp rapu rapu;hl;+;;2014-0148;;
hw74;camp rotu aggr;hl;+;;;;
hw74;camp trac;hl;1;;;;
hw74;card cras glau;hl;r;;;;
hw74;clem vita;hl;+;;;;
hw74;clin acin;hl;+;;;;
hw74;cory avel;hl;+;;;;
hw74;cycl purp;hl;+;;;;
hw74;dryo fili;hl;+;;;;
hw74;erys sylv;hl;r;;;;
hw74;euon lati;hl;r;;;;
hw74;euph amyg amyg;hl;r;;;;
hw74;frax exce;hl;+;;;;
hw74;gale mont;hl;+;;cf. G. Luteum;;
hw74;gali luci;hl;r;;;;
hw74;gali odor;hl;+;;;;
hw74;gera robe;hl;+;;;;
hw74;geum urba;hl;+;;;;
hw74;hede heli;hl;+;;;;
hw74;hier muro;hl;+;;;;
hw74;hipp emer emer;hl;+;;;;
hw74;hylo maxi;hl;r;;;;
hw74;hype hirs;hl;+;;;;
hw74;lact mura;hl;+;;;;
hw74;lase sile sile;hl;r;;;;
hw74;lath vern;hl;+;;;;
hw74;meli meli;hl;+;;;;
hw74;meli nuta;hl;+;;;;
hw74;meli unif;hl;+;;;;
hw74;merc pere;hl;1;;;;
hw74;pelt alli;hl;+;;;;
hw74;poa nemo;hl;+;;;;
hw74;poly acul;hl;+;;;;
hw74;poly mult;hl;+;;;;
hw74;poly odor;hl;+;;;;
hw74;poly vulg;hl;+;;;;
hw74;prim vulg vulg;hl;r;;;;
hw74;pseu turr;hl;1;;;;
hw74;rosa arve;hl;+;;;;
hw74;salv glut;hl;+;;;;
hw74;sedu albu;hl;+;;;;
hw74;sesl caer;hl;r;;;;
hw74;sorb pann;hl;+;;;;
hw74;stap pinn;hl;+;;;;
hw74;tana cory cory;hl;+;;;;
hw74;tili cord;hl;+;;;;
hw74;vale offi tenu;hl;+;;;;
hw74;viol alba slat;hl;+;;;;
hw74;viol mira;hl;+;;;;
hw74;viol reic;hl;+;;;;
hw74;corn mas;sl;1;;;;
hw74;cory avel;sl;2a;;;;
hw74;stap pinn;sl;+;;;;
hw74;tili cord;sl;1;;;;
hw74;frax exce;tl1;2b;;;;
hw74;tili cord;tl1;4;;;;
hw74;abie alba;tl2;1;;;;
hw74;acer plat;tl2;1;;;;
hw74;hede heli;tl2;2a;;;;
hw74;sorb pann;tl2;1;;;;
hw74;tili cord;tl2;2b;;2014-0152;;
