plot,cov,hcov,mcov,hhl1,hhl2,scov,hsl,t1cov,t2cov,htl1,htl2,plsx,plsy,aspect,slope,rock,bare,stones,date,longitude,latitude,accuracy,elevation,ffh.code,alliance.code,alliance,geology1,geology2,comment,locality,habitat,observer
rk081,2,2,0,"0,1","0,2",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-03,13.40811,46.64629,10,1330,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk082,3,3,0,"0,02","0,1",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-03,13.40905,46.64669,10,1364,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk083,2,2,0,"0,05","0,1",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-03,13.40960,46.64645,10,1342,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk084,1,1,0,"0,05","0,1",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-03,13.40959,46.64567,10,1288,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk085,5,5,0,"0,15","0,55",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-07-03,13.40921,46.64224,10,1059,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk086,21,20,1,"0,15","0,25",0,0,0,0,0,0,4,4,WNW,35,0,0,0,2018-07-04,14.11826,46.50167,10,806,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk087,3,3,0,"0,05","0,3",0,0,0,0,0,0,4,4,NW,35,0,0,0,2018-07-04,14.11877,46.50190,10,822,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk088,10,10,0,"0,05","0,2",1,1,0,0,0,0,4,4,NW,35,0,0,0,2018-07-04,14.11881,46.50194,10,818,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk089,20,20,0,"0,05","0,15",0,0,0,0,0,0,4,4,NW,35,0,0,0,2018-07-04,14.11885,46.50208,10,814,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk090,32,30,5,"0,05","0,15",1,1,0,0,0,0,4,4,NW,35,0,0,0,2018-07-04,14.11910,46.50203,10,823,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk091,2,2,0,"0,05","0,3",0,0,0,0,0,0,4,4,NW,35,0,0,0,2018-07-04,14.11916,46.50166,10,848,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk092,4,4,0,"0,1","0,3",0,0,0,0,0,0,4,4,NW,30,0,0,0,2018-07-04,14.11860,46.50212,10,799,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, NW Matschacher Gupf",montane Kalk-Schutthalde,R. Kaiser
rk093,47,45,1,"0,02","0,15",1,"0,6",0,0,0,0,4,4,ESE,35,0,0,0,2018-07-04,13.96665,46.51916,10,1512,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk094,1,1,1,"0,03","0,25",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-04,13.96662,46.51974,10,1534,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk095,1,1,0,"0,03","0,2",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-04,13.96636,46.51972,10,1548,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk096,16,15,1,"0,03","0,35",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-04,13.96640,46.52014,10,1557,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk097,17,17,0,"0,03","0,2",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-07-04,13.96625,46.52040,10,1576,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk098,45,40,5,"0,02","0,5",0,0,0,0,0,0,4,4,ESE,60,0,0,0,2018-07-04,13.96609,46.52052,10,1592,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk099,5,5,0,"0,05","0,2",0,0,0,0,0,0,4,4,ESE,60,0,0,0,2018-07-04,13.96599,46.52041,10,1611,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Karawanken, Ferlacher Spitze SE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk100,6,5,1,"0,03","0,15",0,0,0,0,0,0,4,4,S,25,0,0,0,2018-07-04,13.64084,46.63019,10,992,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk101,7,7,0,"0,02","0,2",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-04,13.64071,46.63049,10,1010,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk102,6,6,0,"0,02","0,15",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-07-04,13.64079,46.63074,10,1029,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk103,5,5,0,"0,02","0,15",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-07-04,13.64116,46.63078,10,1030,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk104,3,2,0,"0,02","0,1",1,"1,5",0,0,0,0,4,4,S,30,0,0,0,2018-07-04,13.64047,46.63124,10,1058,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk105,2,2,0,"0,03","0,2",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-07-04,13.63995,46.63125,10,1059,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk106,2,2,0,"0,02","0,15",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-04,13.63804,46.63127,10,1063,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk107,1,1,0,"0,05","0,15",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-04,13.63794,46.63115,10,1049,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk108,4,4,0,"0,15","0,3",0,0,0,0,0,0,4,4,SSW,30,0,0,0,2018-07-04,13.63772,46.63114,10,1046,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk109,1,1,0,"0,05","0,1",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-04,13.63684,46.63083,10,1016,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk110,2,2,0,"0,15","0,25",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-04,13.63600,46.63032,10,961,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk111,5,5,0,"0,2","0,3",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-04,13.63383,46.63094,10,967,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Feldkofel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk112,15,15,0,"0,05","0,2",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-02,13.37892,46.70850,10,1205,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Peloschen S-Hang oberhalb Kleine Steinwand",montane Kalk-Schutthalde,R. Kaiser
rk113,37,35,2,"0,1","0,5",1,1,0,0,0,0,4,4,SSW,40,0,0,0,2018-07-02,13.49122,46.74109,10,1305,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, NW Müller",montane Kalk-Schutthalde,R. Kaiser
rk114,2,2,0,"0,02","0,05",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-07-03,13.40918,46.64270,10,1087,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Gailtaler Alpen, Spitzegel S-Hang",montane Kalk-Schutthalde,R. Kaiser
rk115,10,5,1,"0,1","0,3",4,"1,2",0,0,0,0,4,4,NE,30,0,0,0,2018-07-23,12.17820,47.23937,10,1188,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberpinzgau, Nösslachwand NE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk116,20,20,1,"0,02","0,4",0,0,0,0,0,0,4,4,ENE,35,0,0,0,2018-07-23,12.17794,47.24018,10,1166,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberpinzgau, Nösslachwand NE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk117,10,4,1,"0,05","0,4",5,"1,5",0,0,0,0,4,4,ENE,25,0,0,0,2018-07-23,12.17850,47.23926,10,1186,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberpinzgau, Nösslachwand NE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk118,7,7,0,"0,02","0,1",0,0,0,0,0,0,4,4,E,35,0,0,0,2018-07-23,12.17751,47.23878,10,1228,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberpinzgau, Nösslachwand NE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk119,30,30,1,"0,03","0,15",0,0,0,0,0,0,4,4,ENE,35,0,0,0,2018-07-23,12.17733,47.23939,10,1228,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberpinzgau, Nösslachwand NE-Hang",montane Kalk-Schutthalde,R. Kaiser
rk120,20,20,1,"0,2","0,7",3,1,0,0,0,0,4,4,N,40,0,0,0,2018-07-28,9.86342,47.18675,10,1559,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Großes Walsertal, Marul, E Tiefenseesattel",montane Kalk-Schutthalde,R. Kaiser
rk121,20,25,1,"0,15","0,7",0,0,0,0,0,0,4,4,NNE,40,0,0,0,2018-07-28,9.86319,47.18680,10,1550,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Großes Walsertal, Marul, E Tiefenseesattel",montane Kalk-Schutthalde,R. Kaiser
rk122,16,15,2,"0,1","1,2",0,0,0,0,0,0,4,4,NNE,40,0,0,0,2018-07-28,9.86500,47.18771,10,1458,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Großes Walsertal, Marul, E Tiefenseesattel",montane Kalk-Schutthalde,R. Kaiser
rk123,15,15,1,"0,1","0,9",0,0,0,0,0,0,4,4,N,35,0,0,0,2018-07-28,9.86518,47.18803,10,1436,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Großes Walsertal, Marul, E Tiefenseesattel",montane Kalk-Schutthalde,R. Kaiser
rk124,90,90,2,"0,1","0,6",0,0,0,0,0,0,4,4,SSE,20,0,0,0,2018-07-28,10.27121,47.14758,10,1553,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Bacher S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk125,65,65,1,"0,03","0,4",0,0,0,0,0,0,4,4,SE,20,0,0,0,2018-07-28,10.27045,47.14812,10,1585,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Bacher S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk126,50,45,10,"0,05","0,25",0,0,0,0,0,0,4,4,SSE,25,0,0,0,2018-07-28,10.27018,47.14867,10,1611,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Bacher S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk127,85,75,15,"0,03","0,3",0,0,0,0,0,0,4,4,SSE,25,0,0,0,2018-07-28,10.26999,47.14935,10,1642,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Bacher S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk128,20,20,0,"0,05","0,65",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-28,10.34117,47.15691,10,1406,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Grießkopf S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk129,15,15,0,"0,02","0,25",0,0,0,0,0,0,4,4,SW,40,0,0,0,2018-07-28,10.34106,47.15710,10,1423,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Grießkopf S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk130,21,20,1,"0,2","0,45",2,1,0,0,0,0,4,4,SW,35,0,0,0,2018-07-28,10.34175,47.15672,10,1427,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Grießkopf S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk131,5,5,0,"0,15","0,25",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-28,10.34186,47.15673,10,1433,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Grießkopf S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk132,15,15,0,"0,2","0,4",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-07-28,10.34223,47.15590,10,1404,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Stanzer Tal, Grießkopf S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk133,7,5,0,"0,02","0,3",2,"0,9",0,0,0,0,4,4,SSW,40,0,0,0,2018-08-07,14.35329,47.32701,10,1148,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Pusterwald, N Sprung",montane Kalk-Schutthalde,R. Kaiser
rk134,5,5,0,"0,15","0,5",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-08-17,14.17784,47.79251,10,655,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Windischgarstner Becken, Spering SW-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk135,10,10,0,"0,15","0,6",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-08-17,14.17770,47.79255,10,663,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Windischgarstner Becken, Spering SW-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk136,15,15,0,"0,07","0,8",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-08-17,14.17795,47.79271,10,678,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Windischgarstner Becken, Spering SW-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk137,30,30,0,"0,05","0,7",2,1,0,0,0,0,4,4,SSW,50,0,0,0,2018-08-17,14.17806,47.79289,10,695,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Windischgarstner Becken, Spering SW-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk138,10,10,0,"0,05","0,7",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-17,14.17929,47.79322,10,691,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Windischgarstner Becken, Spering SW-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk139,33,30,5,"0,05","0,5",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-08-19,15.63914,47.73055,10,1058,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk140,15,15,0,"0,05","0,7",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-19,15.63878,47.73084,10,1091,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk141,7,7,0,"0,02","0,25",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-19,15.63871,47.73090,10,1096,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk142,10,10,0,"0,02","0,25",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-19,15.63839,47.73115,10,1122,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk143,15,15,1,"0,02","0,45",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-19,15.63814,47.73135,10,1143,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk144,17,17,0,"0,02","0,3",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-08-19,15.63805,47.73104,10,1137,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk145,31,30,1,"0,02","0,6",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-08-19,15.63678,47.72958,10,1146,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk146,7,7,0,"0,01","0,15",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-19,15.63733,47.72937,10,1111,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Schneealpe, Natternspitz SE Abhang",montane Kalk-Schutthalde,R. Kaiser
rk147,7,7,0,"0,02","0,4",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-08-19,15.07221,47.07373,10,546,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Köfalch, Zigöllerkogel W-Hang",montane Kalk-Schutthalde,R. Kaiser
rk148,25,25,0,"0,02","0,45",0,0,0,0,0,0,4,4,WNW,35,0,0,0,2018-08-19,15.07211,47.07379,10,539,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Köfalch, Zigöllerkogel W-Hang",montane Kalk-Schutthalde,R. Kaiser
rk149,3,3,0,"0,03","0,5",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-08-19,15.07236,47.07263,10,525,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Köfalch, Zigöllerkogel W-Hang",montane Kalk-Schutthalde,R. Kaiser
rk150,3,3,0,"0,05","0,25",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-08-19,15.07374,47.07166,10,524,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Köfalch,Zigöllerkogel W-Hang",montane Kalk-Schutthalde,R. Kaiser
rk151,15,15,0,"0,02","0,25",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-08-19,15.07380,47.07136,10,506,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Köfalch, Zigöllerkogel W-Hang",montane Kalk-Schutthalde,R. Kaiser
rk152,10,10,0,"0,3","0,5",0,0,0,0,0,0,4,4,SSE,50,0,0,0,2017-08-24,13.02612,46.68559,10,1042,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberes Gailtal, Mühlwiesengraben",montane Kalk-Schutthalde,R. Kaiser
rk153,1,1,0,"0,1","0,2",0,0,0,0,0,0,4,4,SSE,40,0,0,0,2017-08-24,13.02622,46.68548,10,1032,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberes Gailtal, Mühlwiesengraben",montane Kalk-Schutthalde,R. Kaiser
rk154,1,1,0,"0,03","0,2",0,0,0,0,0,0,4,4,SE,40,0,0,0,2017-08-24,13.02654,46.68575,10,1048,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberes Gailtal, Mühlwiesengraben",montane Kalk-Schutthalde,R. Kaiser
rk155,2,2,0,"0,15","0,45",0,0,0,0,0,0,4,4,SE,40,0,0,0,2017-08-24,13.02668,46.68573,10,1043,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Oberes Gailtal, Mühlwiesengraben",montane Kalk-Schutthalde,R. Kaiser
rk156,21,20,1,"0,05","0,7",0,0,0,0,0,0,4,4,SSW,30,0,0,0,2018-09-04,9.93544,47.14723,10,1085,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk157,25,25,1,"0,05","0,7",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-04,9.93614,47.14743,10,1115,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk158,1,1,0,"0,1","0,4",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-04,9.93700,47.14774,10,1152,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk159,30,30,1,"0,05","0,5",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-04,9.93707,47.14817,10,1179,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk160,20,20,0,"0,1","0,8",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-04,9.93734,47.14861,10,1217,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk161,40,40,1,"0,05","0,7",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-04,9.93718,47.14936,10,1279,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk162,70,70,1,"0,05","0,8",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-04,9.93812,47.14926,10,1269,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk163,85,85,2,"0,05",1,0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-09-04,9.93834,47.14867,10,1226,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk164,28,25,0,"0,05",1,3,"1,2",0,0,0,0,4,4,S,35,0,0,0,2018-09-04,9.93840,47.14785,10,1166,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Klostertal, Bockberg",montane Kalk-Schutthalde,R. Kaiser
rk165,70,70,1,"0,03","0,9",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-09-04,10.17902,47.26478,10,1553,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, Gehrner Berg S-Abfall",montane Kalk-Schutthalde,R. Kaiser
rk166,15,15,1,"0,05","0,55",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-09-04,10.17827,47.26479,10,1543,8160,THL-05C,Stipion calamagrostis Jenny-Lips ex Br.-Bl. 1950,NA,NA,,"Allgäuer Alpen, Gehrner Berg S-Abfall",montane Kalk-Schutthalde,R. Kaiser
