plot,abbr,layer,cover,voucher,comment,compare,history
rk339,orob teuc,hl,r,,,,
rk339,salv glut,hl,r,,,,
rk339,teuc mont,hl,2a,,,,
rk339,vinc hiru,hl,+,,,,
rk339,viol coll,hl,r,,,,
rk340,bisc laev laev,hl,+,,,,
rk340,cala vari,hl,r,,,,
rk340,camp coch,hl,+,,,,
rk340,gali anis,hl,r,,,,
rk340,leon hisp hyos,hl,+,,,,
rk340,sali purp,hl,r,,,,
rk340,teuc mont,hl,2a,,,,
rk341,bisc laev laev,hl,1,,,,
rk341,cala vari,hl,r,,,,
rk341,camp coch,hl,+,,,,
rk341,chlo stat,hl,r,,,,
rk341,epip atro,hl,r,,,,
rk341,eric carn,hl,r,,,,
rk341,leon hisp hyos,hl,+,,,,
rk341,pinu sylv,hl,r,,,,
rk341,poly cham,hl,r,,,,
rk341,sali purp,hl,r,,,,
rk341,sesl caer,hl,r,,,,
rk341,teuc mont,hl,2a,,,,
rk341,pinu sylv,sl,+,,,,
rk342,bisc laev laev,hl,+,,,,
rk342,cala vari,hl,r,,,,
rk342,gali anis,hl,+,,,,
rk342,leon hisp hyos,hl,1,,,,
rk342,lina alpi alpi,hl,r,,lina alpi alpi,ok,
rk342,peta para,hl,+,,,,
rk342,pinu sylv,hl,r,,,,
rk342,teuc mont,hl,2a,,,,
rk343,gali anis,hl,+,,,,
rk343,leon hisp hyos,hl,r,,,,
rk343,lina alpi alpi,hl,1,2019-0108,,,
rk343,peta para,hl,+,,,,
rk343,pinu sylv,hl,r,,,,
rk343,sali elea elea,hl,r,,,,
rk343,sile vulg glar,hl,r,,,,
rk343,teuc mont,hl,r,,,,
rk344,bisc laev laev,hl,+,,,,
rk344,chlo stat,hl,r,,,,
rk344,gali anis,hl,1,,,,
rk344,leon hisp hyos,hl,1,,,,
rk344,lina alpi alpi,hl,r,,lina alpi alpi,ok,
rk344,sile vulg glar,hl,1,,,,
rk344,teuc mont,hl,1,,,,
rk344,thym prae prae,hl,r,2019-0109,,,
rk345,card defl summ,hl,+,2019-0110,,,
rk345,clin alpi alpi,hl,1,,,,
rk345,epip atro,hl,r,,,,
rk345,gali anis,hl,+,,,,
rk345,moeh musc,hl,r,,,,
rk345,sedu albu,hl,+,,,,
rk345,sile vulg glar,hl,2a,,,,
rk345,thym prae poly,hl,+,,,,
rk346,aspl tric quad,hl,r,,,,
rk346,beto alop,hl,r,,,,
rk346,buph sali,hl,r,,,,
rk346,clin alpi alpi,hl,r,,,,
rk346,gera robe,hl,+,,,,
rk346,jovi glob hirt,hl,1,,,,
rk346,moeh musc,hl,+,,,,
rk346,sedu albu,hl,+,,,,
rk346,sile vulg glar,hl,+,,,,
rk347,beto alop,hl,r,,,,
rk347,camp coch,hl,+,,,,
rk347,card defl summ,hl,1,,,,
rk347,care orni orni,hl,r,,,,
rk347,clin alpi alpi,hl,r,,,,
rk347,euph cypa,hl,+,,,,
rk347,gali anis,hl,+,,,,
rk347,gymn robe,hl,+,,,,
rk347,hell nige,hl,r,,,,
rk347,jovi glob hirt,hl,r,,,,
rk347,salv vert,hl,r,,,,
rk347,sedu albu,hl,r,,,,
rk347,sile vulg glar,hl,2a,,,,
rk347,thym prae poly,hl,1,,,,
rk348,beto alop,hl,+,,,,
rk348,buph sali,hl,1,,,,
rk348,care orni orni,hl,r,,,,
rk348,gali albu,hl,1,,,,
rk348,gali anis,hl,+,,,,
rk348,hier bifi,hl,r,,,,
rk348,jovi glob hirt,hl,r,,,,
rk348,lase lati lati,hl,r,,,,
rk348,salv vert,hl,+,,,,
rk348,sile vulg glar,hl,1,,,,
rk348,thes alpi,hl,r,,,,
rk348,thym prae poly,hl,+,,,,
rk349,beto alop,hl,1,,,,
rk349,buph sali,hl,2a,,,,
rk349,card defl summ,hl,+,,,,
rk349,carl acau acau,hl,r,,,,
rk349,clin alpi alpi,hl,+,,,,
rk349,gali albu,hl,+,,,,
rk349,gali anis,hl,+,,,,
rk349,hier muro,hl,r,,,,
rk349,hipp como,hl,r,,,,
rk349,jovi glob hirt,hl,r,,,,
rk349,lase lati lati,hl,r,,,,
rk349,salv vert,hl,2a,,,,
rk349,sile vulg glar,hl,+,,,,
rk349,thes alpi,hl,r,,,,
rk349,thym prae poly,hl,2a,,,,
rk350,cala vari,hl,r,2019-0107,,,
rk350,micr minu,hl,r,2019-0106,,,
rk350,sile vulg glar,hl,1,,,,
rk350,teuc mont,hl,2a,,,,
rk350,vinc hiru,hl,r,,,,
rk351,cala vari,hl,1,,,,
rk351,epip atro,hl,r,,,,
rk351,gali trun,hl,+,,,,
rk351,pinu sylv,hl,r,,,,
rk351,teuc mont,hl,+,,,,
rk351,vinc hiru,hl,2a,,,,
rk352,camp coch,hl,1,,,,
rk352,chlo stat,hl,r,,,,
rk352,gali anis,hl,+,,,,
rk352,leon hisp hyos,hl,+,,,,
rk352,leon inca,hl,r,,,,
rk352,teuc mont,hl,2b,,,,
rk352,vinc hiru,hl,+,,,,
rk353,cala vari,hl,+,,,,
rk353,leon hisp hyos,hl,+,,,,
rk353,lina alpi alpi,hl,+,2019-0105,,,
rk353,sile vulg glar,hl,1,,,,
rk353,teuc mont,hl,+,,,,
rk353,vinc hiru,hl,r,,,,
rk354,cala vari,hl,+,,,,
rk354,camp coch,hl,+,,,,
rk354,card defl viri,hl,+,,,,
rk354,dian plum blan,hl,1,2019-0101,,,
rk354,epip atro,hl,r,,,,
rk354,gali anis,hl,+,,,,
rk354,leon hisp hyos,hl,+,,,,
rk354,teuc mont,hl,2a,,,,
rk354,thym prae prae,hl,+,2019-0100,,,
rk354,vinc hiru,hl,+,,,,
rk355,arab aren,hl,r,,,,
rk355,cala vari,hl,r,,,,
rk355,camp coch,hl,+,,,,
rk355,dian plum blan,hl,2a,,dian plum blan,ok,
rk355,gali anis,hl,+,,,,
rk355,leon hisp hyos,hl,+,,,,
rk355,micr minu,hl,+,,,,
rk355,sedu albu,hl,r,,,,
rk355,sile vulg glar,hl,r,,,,
rk355,teuc mont,hl,1,,,,
rk355,thym prae prae,hl,+,2019-0103,thym prae prae,ok,
rk355,vinc hiru,hl,r,,,,
rk356,cala vari,hl,1,,,,
rk356,card defl viri,hl,+,,,,
rk356,gali anis,hl,+,2019-0104,,,
rk356,leon hisp hyos,hl,r,,,,
rk356,ranu nemo,hl,+,2019-0102,,,
rk356,sile vulg glar,hl,+,,,,
rk356,teuc mont,hl,1,,,,
rk356,thym prae prae,hl,+,,,,
rk356,vinc hiru,hl,r,,,,
rk357,aden alpi,hl,r,,,,
rk357,atha cret,hl,r,,,,
rk357,beto alop,hl,+,,,,
rk357,care humi,hl,r,,,,
rk357,euph cypa,hl,+,,,,
rk357,gale flav,hl,+,,,,
rk357,gali anis,hl,r,2019-0112,,,
rk357,gali trun,hl,r,,,,
rk357,hipp como,hl,r,,,,
rk357,orig vulg,hl,+,,,,
rk357,sile vulg glar,hl,+,,,,
rk357,teuc mont,hl,1,,,,
rk357,thal minu saxa,hl,r,,,,
rk357,vinc hiru,hl,+,,,,
rk358,acer pseu,hl,r,,,,
rk358,acon vari vari,hl,r,,,,
rk358,alli lusi,hl,r,,,,
rk358,anth ramo,hl,r,,,,
rk358,beto alop,hl,1,,,,
rk358,buph sali,hl,r,,,,
rk358,card defl viri,hl,1,,,,
rk358,care humi,hl,r,,,,
rk358,care semp semp,hl,r,,,,
rk358,cruc laev,hl,+,,,,
rk358,digi gran,hl,r,,,,
rk358,euph cypa,hl,+,,,,
rk358,gale flav,hl,+,,,,
rk358,gali anis,hl,2a,,,,
rk358,gera robe,hl,+,,,,
rk358,gymn robe,hl,+,,,,
rk358,heli numm glab,hl,r,,,,
rk358,heli parl,hl,r,,,,
rk358,hell nige,hl,+,,,,
rk358,jovi glob hirt,hl,+,,,,
rk358,medi lupu,hl,r,,,,
rk358,minu aust,hl,r,2019-0114,,,
rk358,moeh musc,hl,1,,,,
rk358,myos alpe,hl,r,,,,
rk358,orig vulg,hl,+,,,,
rk358,poly amar brac,hl,r,,,,
rk358,ranu nemo,hl,r,,cf.,,
rk358,rhin glac,hl,r,,,,
rk358,rume scut,hl,+,,,,
rk358,sedu albu,hl,+,,,,
rk358,sese liba liba,hl,r,,,,
rk358,thym prae poly,hl,+,,,,
rk358,urti dioi dioi,hl,+,,,,
rk358,vinc hiru,hl,1,,,,
rk359,acon vari vari,hl,+,,,,
rk359,ajug rept,hl,r,,,,
rk359,alli lusi,hl,+,,,,
rk359,anth ramo,hl,+,,,,
rk359,aspl ruta,hl,r,,,,
rk359,beto alop,hl,2a,,,,
rk359,buph sali,hl,+,,,,
rk359,cala vari,hl,+,,,,
rk359,card defl viri,hl,+,,,,
rk359,care humi,hl,2a,,,,
rk359,care semp semp,hl,+,,,,
rk359,clin alpi alpi,hl,2m,,,,
rk359,clin vulg vulg,hl,r,,,,
rk359,digi gran,hl,+,,,,
rk359,euph cypa,hl,+,,,,
rk359,gali albu,hl,+,,,,
rk359,gali anis,hl,+,,,,
rk359,gyps repe,hl,r,,,,
rk359,heli numm glab,hl,r,,,,
rk359,heli parl,hl,1,,,,
rk359,hell nige,hl,+,,,,
rk359,hera aust aust,hl,r,,,,
rk359,jovi glob hirt,hl,+,,,,
rk359,lase lati lati,hl,r,,,,
rk359,lotu corn slat,hl,r,,,,
rk359,orig vulg,hl,+,,,,
rk359,poly cham,hl,+,,,,
rk359,pote cran,hl,+,2019-0115,,,
rk359,rhin glac,hl,r,,,,
rk359,rume scut,hl,+,,,,
rk359,sedu albu,hl,+,,,,
rk359,sese liba liba,hl,+,,,,
rk359,sile nuta nuta,hl,r,,,,
rk359,teuc mont,hl,r,,,,
rk359,thal minu saxa,hl,r,,,,
rk359,thes alpi,hl,r,,,,
rk359,vinc hiru,hl,1,,,,
rk359,viol coll,hl,r,,,,
rk360,acer pseu,hl,r,,,,
rk360,alli lusi,hl,+,,,,
rk360,anth ramo,hl,+,,,,
rk360,beto alop,hl,1,,,,
rk360,buph sali,hl,+,,,,
rk360,card defl viri,hl,+,,,,
rk360,clin alpi alpi,hl,1,,,,
rk360,digi gran,hl,+,,,,
rk360,euph cypa,hl,+,,,,
rk360,frag vesc,hl,r,,,,
rk360,gale flav,hl,+,,,,
rk360,gali albu,hl,1,,,,
rk360,gera robe,hl,+,,,,
rk360,glob cord,hl,+,,,,
rk360,hell nige,hl,r,,,,
rk360,jovi glob hirt,hl,r,,,,
rk360,micr minu,hl,r,2019-0118,,,
rk360,minu aust,hl,1,,,,
rk360,moeh musc,hl,+,,,,
rk360,orig vulg,hl,1,,,,
rk360,rume scut,hl,2a,,,,
rk360,scab colu,hl,r,,,,
rk360,sedu albu,hl,+,,,,
rk360,sese liba liba,hl,r,,,,
rk360,sile vulg glar,hl,+,,,,
rk360,teuc mont,hl,r,,,,
rk360,thym prae poly,hl,+,,,,
rk360,vinc hiru,hl,3,,,,
rk360,viol pyre,hl,r,2019-0116,,,
rk361,anth ramo,hl,+,,,,
rk361,euph cypa,hl,+,,,,
rk361,gale flav,hl,+,,,,
rk361,gali trun,hl,r,,,,
rk361,gera robe,hl,+,,,,
rk361,hell nige,hl,r,,,,
rk361,minu aust,hl,2a,,,,
rk361,orig vulg,hl,+,,,,
rk361,sile vulg glar,hl,+,,,,
rk361,thym prae poly,hl,+,,,,
rk361,vinc hiru,hl,1,,,,
rk362,anth ramo,hl,+,,,,
rk362,beto alop,hl,1,,,,
rk362,buph sali,hl,+,,,,
rk362,cala vari,hl,1,,,,
rk362,card defl viri,hl,+,,,,
rk362,clin alpi alpi,hl,+,,,,
rk362,digi gran,hl,+,,,,
rk362,euph cypa,hl,+,,,,
rk362,gale flav,hl,1,,,,
rk362,gali albu,hl,1,,,,
rk362,gali anis,hl,1,,,,
rk362,gera robe,hl,+,,,,
rk362,hell nige,hl,+,,,,
rk362,minu aust,hl,+,,,,
rk362,moeh musc,hl,1,,,,
rk362,orig vulg,hl,2a,,,,
rk362,rume scut,hl,2a,,,,
rk362,sedu albu,hl,r,,,,
rk362,sese liba liba,hl,r,,,,
rk362,sile vulg glar,hl,+,,,,
rk362,teuc mont,hl,+,,,,
rk362,vinc hiru,hl,2b,,,,
rk363,euph cypa,hl,r,,,,
rk363,gale flav,hl,+,,,,
rk363,gera robe,hl,+,,,,
rk363,minu aust,hl,2a,,,,
rk363,moeh musc,hl,+,,,,
rk363,ranu nemo,hl,r,,cf.,,
rk363,sile vulg glar,hl,r,,,,
rk363,teuc mont,hl,+,,,,
rk363,vinc hiru,hl,r,,,,
rk364,anth ramo,hl,r,,,,
rk364,gale flav,hl,+,,,,
rk364,gali albu,hl,+,,,,
rk364,moeh musc,hl,+,,,,
rk364,orig vulg,hl,+,,,,
rk364,thal minu saxa,hl,r,,,,
rk364,thes alpi,hl,r,,,,
rk364,urti dioi dioi,hl,2a,,,,
rk364,vinc hiru,hl,2b,,,,
rk365,acer pseu,hl,r,,,,
rk365,arab cili,hl,r,,,,
rk365,beto alop,hl,+,,,,
rk365,card defl viri,hl,+,,,,
rk365,care humi,hl,2a,,,,
rk365,care mucr,hl,+,,,,
rk365,care semp semp,hl,r,,,,
rk365,carl acau acau,hl,r,,,,
rk365,clin alpi alpi,hl,1,,,,
rk365,crep alpe,hl,+,,,,
rk365,euph cypa,hl,+,,,,
rk365,gali anis,hl,+,,,,
rk365,heli numm glab,hl,r,,,,
rk365,hell nige,hl,+,,,,
rk365,linu cath,hl,r,,,,
rk365,lotu corn slat,hl,r,,,,
rk365,orig vulg,hl,+,,,,
rk365,pice abie,hl,+,,,,
rk365,poly cham,hl,r,,,,
rk365,ranu nemo,hl,r,,cf.,,
rk365,sile vulg glar,hl,+,,,,
rk365,teuc mont,hl,2a,,,,
rk365,thym prae poly,hl,2a,,,,
rk365,vinc hiru,hl,2a,,,,
rk366,beto alop,hl,r,,,,
rk366,card defl viri,hl,1,,,,
rk366,care humi,hl,+,,,,
rk366,clin alpi alpi,hl,+,,,,
rk366,euph cypa,hl,+,,,,
rk366,gale flav,hl,+,,,,
rk366,gali albu,hl,+,,,,
rk366,gali anis,hl,1,,,,
rk366,gali trun,hl,r,,,,
rk366,hell nige,hl,r,,,,
rk366,linu cath,hl,+,,,,
rk366,lotu corn slat,hl,r,,,,
rk366,minu aust,hl,+,,,,
rk366,moeh musc,hl,+,,,,
rk366,orig vulg,hl,1,,,,
rk366,ranu nemo,hl,r,,cf.,,
rk366,sesl caer,hl,r,,,,
rk366,sile vulg glar,hl,+,,,,
rk366,teuc mont,hl,1,,,,
rk366,thal minu saxa,hl,r,,,,
rk366,vinc hiru,hl,2a,,,,
rk367,beto alop,hl,+,,,,
rk367,buph sali,hl,r,,,,
rk367,card defl viri,hl,+,,,,
rk367,care humi,hl,1,,,,
rk367,euph cypa,hl,+,,,,
rk367,gali anis,hl,+,,,,
rk367,gyps repe,hl,r,,,,
rk367,jovi glob hirt,hl,r,,,,
rk367,medi lupu,hl,r,,,,
rk367,orig vulg,hl,1,,,,
rk367,rume scut,hl,1,,,,
rk367,sedu albu,hl,+,,,,
rk367,teuc mont,hl,r,,,,
rk367,verb thap,hl,r,,,,
rk367,vinc hiru,hl,3,,,,
rk368,acer pseu,hl,r,,,,
rk368,aspl ruta,hl,r,,,,
rk368,gali anis,hl,r,,,,
rk368,jovi glob hirt,hl,1,,,,
rk368,lina alpi alpi,hl,+,2019-0117,,,
rk368,ranu nemo,hl,r,,ranu nemo,ok,
rk368,sedu albu,hl,1,,,,
rk368,sile vulg glar,hl,1,,,,
rk368,vinc hiru,hl,r,,,,
rk369,aspl ruta,hl,r,,,,
rk369,cala vari,hl,1,,,,
rk369,card defl viri,hl,+,,,,
rk369,care humi,hl,2a,,,,
rk369,carl acau acau,hl,r,,,,
rk369,medi lupu,hl,r,,,,
rk369,micr minu,hl,r,,,,
rk369,rume scut,hl,+,,,,
rk369,teuc mont,hl,1,,,,
rk369,thym prae poly,hl,+,,,,
rk369,vinc hiru,hl,2b,,,,
rk370,aspl ruta,hl,r,,,,
rk370,cala vari,hl,r,,,,
rk370,camp coch,hl,r,,,,
rk370,card defl viri,hl,r,,,,
rk370,epip atro,hl,r,,,,
rk370,erys sylv,hl,1,,,,
rk370,gali anis,hl,r,,,,
rk370,lact mura,hl,r,,,,
rk370,moeh musc,hl,+,,,,
rk370,sedu albu,hl,r,,,,
rk370,verb chai aust,hl,r,,,,
rk370,vinc hiru,hl,+,,,,
rk371,alli lusi,hl,+,,,,
rk371,arab aren,hl,r,,,,
rk371,aspl ruta,hl,+,,,,
rk371,card defl viri,hl,r,,,,
rk371,clem vita,hl,r,,,,
rk371,clin alpi alpi,hl,+,,,,
rk371,erys sylv,hl,r,,,,
rk371,gali albu,hl,r,,,,
rk371,gera robe,hl,r,,,,
rk371,medi lupu,hl,+,,,,
rk371,sedu albu,hl,+,,,,
rk371,teuc cham,hl,r,,,,
rk371,teuc mont,hl,+,,,,
rk371,thym prae prae,hl,+,2019-0113,,,
rk371,verb chai aust,hl,r,,,,
rk372,acer pseu,hl,+,,,,
rk372,buph sali,hl,r,,,,
rk372,clem vita,hl,3,,,,
rk372,cycl purp,hl,2a,,,,
rk372,eupa cann,hl,+,,,,
rk372,gale flav,hl,+,,,,
rk372,gale spec iosa,hl,+,,,,
rk372,gali odor,hl,1,,,,
rk372,gera robe,hl,2a,,,,
rk372,hylo maxi,hl,+,,,,
rk372,lact mura,hl,+,,,,
rk372,luna redi,hl,+,,,,
rk372,vinc hiru,hl,r,,,,
rk373,brac sylv,hl,+,,,,
rk373,buph sali,hl,2a,,,,
rk373,cala vari,hl,+,,,,
rk373,camp trac,hl,r,,,,
rk373,care alba,hl,r,,,,
rk373,clem vita,hl,2b,,,,
rk373,cycl purp,hl,1,,,,
rk373,elym cani,hl,+,,,,
rk373,eupa cann,hl,+,,,,
rk373,euph amyg amyg,hl,+,,,,
rk373,frax exce,hl,r,,,,
rk373,gale flav,hl,+,,,,
rk373,gale spec iosa,hl,r,,,,
rk373,gali odor,hl,r,,,,
rk373,gali sylv,hl,+,,,,
rk373,gera robe,hl,+,,,,
rk373,meli nuta,hl,+,,,,
rk373,merc pere,hl,+,,,,
rk373,orig vulg,hl,1,,,,
rk373,salv glut,hl,+,,,,
rk373,vinc hiru,hl,2b,,,,
rk374,arab aren,hl,r,,,,
rk374,aspl tric quad,hl,+,,,,
rk374,buph sali,hl,+,,,,
rk374,clem vita,hl,r,,,,
rk374,gale flav,hl,+,,,,
rk374,gali luci,hl,r,,,,
rk374,gali sylv,hl,r,,,,
rk374,gera robe,hl,+,,,,
rk374,lact mura,hl,r,,,,
rk374,luna redi,hl,r,,,,
rk374,sedu albu,hl,2b,,,,
rk374,tili plat,hl,r,,,,
rk374,ulmu glab,hl,r,,,,
rk375,ange sylv sylv,hl,r,,,,
rk375,arab aren,hl,r,,,,
rk375,aspl tric quad,hl,r,,,,
rk375,buph sali,hl,+,,,,
rk375,cala vari,hl,+,,,,
rk375,card defl viri,hl,1,,,,
rk375,cirs eris,hl,r,,,,
rk375,cory avel,hl,r,,,,
rk375,eupa cann,hl,+,,,,
rk375,gale flav,hl,+,,,,
rk375,gale spec iosa,hl,r,,,,
rk375,gali luci,hl,1,,,,
rk375,gera robe,hl,r,,,,
rk375,meli cili,hl,3,,,,
rk375,orig vulg,hl,+,,,,
rk375,sesl caer,hl,r,,,,
rk376,cala vari,hl,r,,,,
rk376,card defl viri,hl,+,,,,
rk376,gale flav,hl,+,,,,
rk376,gali luci,hl,r,,,,
rk376,gera robe,hl,+,,,,
rk376,meli cili,hl,2a,,,,
rk376,moeh musc,hl,+,,,,
rk376,thes alpi,hl,r,2019-0124,,,
rk376,urti dioi dioi,hl,r,,,,
rk377,arab aren,hl,r,,,,
rk377,brac sylv,hl,+,,,,
rk377,buph sali,hl,r,,,,
rk377,cala vari,hl,r,,,,
rk377,camp rotu,hl,r,,,,
rk377,card defl viri,hl,1,,,,
rk377,cirs eris,hl,r,,,,
rk377,clem vita,hl,3,,,,
rk377,clin alpi alpi,hl,r,,,,
rk377,cycl purp,hl,1,,,,
rk377,elym cani,hl,+,,,,
rk377,eupa cann,hl,r,,,,
rk377,gale flav,hl,+,,,,
rk377,gali luci,hl,2a,,,,
rk377,hell nige,hl,r,,,,
rk377,meli cili,hl,+,,,,
rk377,moeh musc,hl,2a,,,,
rk377,orig vulg,hl,1,,,,
rk377,salv glut,hl,r,,,,
rk377,sesl caer,hl,+,,,,
rk377,vinc hiru,hl,1,,,,
rk378,anth ramo,hl,+,,,,
rk378,buph sali,hl,r,,,,
rk378,card defl viri,hl,r,,,,
rk378,care flac,hl,r,,,,
rk378,cycl purp,hl,1,,,,
rk378,eupa cann,hl,2a,,,,
rk378,euph amyg amyg,hl,r,,,,
rk378,gali luci,hl,2b,,det!,,
rk378,gera robe,hl,+,,,,
rk378,hell nige,hl,r,,,,
rk378,hipp como,hl,r,,,,
rk378,lact mura,hl,r,,,,
rk378,orig vulg,hl,1,,,,
rk378,pimp majo majo,hl,r,,,,
rk378,sene ovat ovat,hl,r,,,,
rk378,verb chai aust,hl,r,,,,
rk378,vinc hiru,hl,2b,,,,
rk379,anth ramo,hl,r,,,,
rk379,card defl viri,hl,r,,,,
rk379,care humi,hl,r,,,,
rk379,clem vita,hl,+,,,,
rk379,clin alpi alpi,hl,r,,,,
rk379,erys sylv,hl,+,,,,
rk379,eupa cann,hl,r,,,,
rk379,gali luci,hl,2a,,,,
rk379,rham cath,hl,r,,,,
rk379,sene ovat ovat,hl,r,,,,
rk379,sile nuta nuta,hl,r,,,,
rk379,vinc hiru,hl,2b,,,,
rk380,anch offi,hl,r,,,,
rk380,gale angu,hl,+,,,,
rk380,gali luci,hl,1,,,,
rk380,gera robe,hl,+,,,,
rk380,meli cili,hl,r,2019-0123,,,
rk380,moeh musc,hl,1,,,,
rk380,sene ovat ovat,hl,r,,,,
rk380,urti dioi dioi,hl,2a,,,,
rk380,vinc hiru,hl,1,,,,
rk381,card defl viri,hl,+,,,,
rk381,care humi,hl,r,,,,
rk381,clin alpi alpi,hl,+,,,,
rk381,cycl purp,hl,+,,,,
rk381,epip atro,hl,r,,,,
rk381,euph cypa,hl,+,,,,
rk381,gali luci,hl,3,,,,
rk381,hell nige,hl,r,,,,
rk381,hipp como,hl,r,,,,
rk381,lase lati lati,hl,r,,,,
rk381,moeh musc,hl,+,,,,
rk381,orig vulg,hl,2a,,,,
rk381,sene ovat ovat,hl,+,,,,
rk381,vinc hiru,hl,2b,,,,
rk382,buph sali,hl,+,,,,
rk382,clem vita,hl,+,,,,
rk382,clin alpi alpi,hl,r,,,,
rk382,cycl purp,hl,r,,,,
rk382,erys sylv,hl,r,,,,
rk382,gali luci,hl,3,,,,
rk382,hell nige,hl,+,,,,
rk382,knau arve slat fels,hl,r,,,,
rk382,orig vulg,hl,1,,,,
rk382,sene ovat ovat,hl,r,,,,
rk382,teuc cham,hl,1,,,,
rk382,thal minu saxa,hl,r,,,,
rk382,verb chai aust,hl,+,,,,
rk382,vinc hiru,hl,2b,,,,
rk383,camp rotu,hl,r,,,,
rk383,card defl viri,hl,+,,,,
rk383,clin alpi alpi,hl,+,,,,
rk383,gale angu,hl,+,2019-0122,,,
rk383,gali luci,hl,2m,,,,
rk383,hell nige,hl,+,,,,
rk383,meli cili,hl,r,,,,
rk383,orig vulg,hl,+,,,,
rk383,poly cham,hl,+,,,,
rk383,teuc cham,hl,r,,,,
rk383,vinc hiru,hl,3,,,,
rk384,acer pseu,hl,r,,,,
rk384,buph sali,hl,r,,,,
rk384,clem vita,hl,+,,,,
rk384,cycl purp,hl,r,,,,
rk384,gale angu,hl,2m,,,,
rk384,gali luci,hl,2a,,,,
rk384,rume scut,hl,r,,,,
rk384,vinc hiru,hl,1,,,,
rk385,card defl viri,hl,r,,,,
rk385,clem vita,hl,+,,,,
rk385,clin foli,hl,+,2019-0121,,,
rk385,cycl purp,hl,+,,,,
rk385,euph cypa,hl,+,,,,
rk385,gale angu,hl,2b,,,,
rk385,gali luci,hl,1,,,,
rk385,teuc mont,hl,r,,,,
rk385,verb chai aust,hl,r,,,,
rk385,vinc hiru,hl,1,,,,
rk386,clem vita,hl,r,,,,
rk386,cycl purp,hl,+,,,,
rk386,gali luci,hl,1,,,,
rk386,rume scut,hl,+,,,,
rk386,vinc hiru,hl,1,,,,
rk387,camp rotu,hl,+,,,,
rk387,care humi,hl,1,,,,
rk387,cycl purp,hl,r,,,,
rk387,euph cypa,hl,+,,,,
rk387,rume scut,hl,+,,,,
rk387,teuc mont,hl,1,,,,
rk387,vinc hiru,hl,2b,,,,
rk388,camp rotu,hl,r,,,,
rk388,card defl viri,hl,+,,,,
rk388,care humi,hl,r,,,,
rk388,gali luci,hl,+,,,,
rk388,gymn robe,hl,r,,,,
rk388,rume scut,hl,r,,,,
rk388,sedu albu,hl,r,,,,
rk388,vinc hiru,hl,3,,,,
rk389,cycl purp,hl,r,,,,
rk389,euph cypa,hl,2m,,,,
rk389,gale angu,hl,1,,,,
rk389,gera robe,hl,+,,,,
rk389,rume scut,hl,+,,,,
rk389,vinc hiru,hl,2a,,,,
rk390,care humi,hl,3,,,,
rk390,clin alpi alpi,hl,+,,,,
rk390,euph cypa,hl,+,,,,
rk390,gali luci,hl,r,,,,
rk390,hell nige,hl,r,,,,
rk390,hipp como,hl,r,,,,
rk390,knau arve slat fels,hl,r,,,,
rk390,rume scut,hl,+,,,,
rk390,sene abro abro,hl,+,,,,
rk390,teuc mont,hl,1,,,,
rk390,vinc hiru,hl,1,,,,
rk391,euph cypa,hl,1,,,,
rk391,gale angu,hl,2a,2019-0120,,,
rk391,sedu albu,hl,r,,,,
rk391,vinc hiru,hl,r,,,,
rk392,aren serp,hl,r,,,,
rk392,clin foli,hl,2b,,,,
rk392,epip atro,hl,r,,,,
rk392,gale angu,hl,2b,,,,
rk392,meli cili,hl,r,,,,
rk392,orig vulg,hl,r,,,,
rk392,salv glut,hl,r,,,,
rk392,sedu albu,hl,r,,,,
rk392,vinc hiru,hl,+,,,,
rk393,buph sali,hl,1,,,,
rk393,cala vari,hl,1,,,,
rk393,card defl viri,hl,1,,,,
rk393,care flac,hl,+,,,,
rk393,care orni orni,hl,+,,,,
rk393,clin alpi alpi,hl,+,,,,
rk393,eric carn,hl,r,,,,
rk393,gali anis,hl,+,,,,
rk393,glob cord,hl,r,,,,
rk393,hipp como,hl,r,,,,
rk393,kern saxa,hl,r,,,,
rk393,mela sylv,hl,r,,,,
rk393,meli nuta,hl,+,,,,
rk393,moeh musc,hl,r,,,,
rk393,orig vulg,hl,r,,,,
rk393,pice abie,hl,r,,,,
rk393,salv glut,hl,r,,,,
rk393,sile vulg glar,hl,r,,,,
rk393,teuc mont,hl,2a,,,,
rk393,thym prae poly,hl,4,,,,
rk393,verb thap,hl,r,,,,
rk394,anch offi,hl,r,,,,
rk394,aspl ruta,hl,r,,,,
rk394,buph sali,hl,+,,,,
rk394,cala vari,hl,1,,,,
rk394,camp coch,hl,+,,,,
rk394,card defl viri,hl,1,,,,
rk394,clin alpi alpi,hl,+,,,,
rk394,gale flav,hl,r,,,,
rk394,gali albu,hl,+,,,,
rk394,gali anis,hl,+,,,,
rk394,meli nuta,hl,+,,,,
rk394,moeh musc,hl,r,,,,
rk394,sedu albu,hl,r,,,,
rk394,sile vulg glar,hl,+,,,,
rk394,teuc mont,hl,2a,,,,
rk395,anth ramo,hl,r,,,,
rk395,brac rupe,hl,+,,,,
rk395,buph sali,hl,r,,,,
rk395,cala vari,hl,2b,,,,
rk395,camp coch,hl,+,,,,
rk395,card defl viri,hl,+,,,,
rk395,care flac,hl,1,,,,
rk395,care orni orni,hl,+,,,,
rk395,gali albu,hl,1,,,,
rk395,hipp como,hl,+,,,,
rk395,orig vulg,hl,2a,,,,
